have you been	-8.46614335712567
to manage the	-6.66945570122528
you gave	-6.64210570657968
sender_kitchen	-6.04623333207432
lets discuss	-5.72362776032607
we are in	-5.44488699181268
publicly	-5.24539180922239
title	-5.05002079531502
promotion	-5.02996664071749
include the	-4.82601348607844
need in	-4.80806558268773
good one	-4.62452560329102
opened	-4.57885956153461
determine the	-4.47895064626732
initiatives	-4.38690175958595
is difficult	-4.36140740430373
.  i would	-4.34303518420259
man	-4.26907578872594
we will probably	-4.12325700642365
number we	-4.1130357559842
sender_delainey	-4.10676407156845
any comments	-4.06872897631117
contact you	-4.05581747833457
you said	-3.9992372028138
the problem is	-3.9761534907043
i left	-3.88710812224951
you did	-3.78940983635193
sender_lavorato	-3.75863697883645
can you help	-3.68581612806029
cool	-3.54472444211179
sender_curry	-3.50656317118645
send this	-3.47751967750475
your attention	-3.44811379654198
whether we	-3.44766175573376
to think	-3.44672248202245
the trade	-3.40729967679784
sender_luce	-3.36625251529959
addition to the	-3.30727001866519
and i thought	-3.28191921418928
great thanks	-3.24994624607623
should include	-3.19603349277251
selected	-3.1607746583312
please send	-3.14073791558428
ext	-3.13140828790056
existing	-3.06899217989855
sender_shankman	-3.06717321090556
and let me	-3.05182871046632
mondays	-3.02634141186942
security	-3.01909287188077
presentation on	-2.95476867748782
got the	-2.94311186956966
lets talk	-2.94201444579347
get your	-2.88670366649704
the items	-2.78674512720299
this week and	-2.77151557082158
i hope you	-2.77061121185169
team that	-2.7597959364412
did it	-2.75387454477152
sender_clair	-2.74040867997016
a deal	-2.71074794597224
test	-2.69670722396541
yours  	-2.68855149374952
socal	-2.68792305274482
be sure	-2.65466559794422
sender_dickson	-2.63010295423897
briefing	-2.60840470098333
sender_fossum	-2.59067461756786
fri	-2.5328313830979
notes	-2.51738079507358
forgot to	-2.50398498618393
funny	-2.4869004430368
confirmations	-2.45930891210222
sessions	-2.43085457049829
sender_pereira	-2.4198632197782
pay the	-2.39150666346033
your group	-2.37847587775497
sender_tholt	-2.37605698061417
implement	-2.35430956221179
resolve	-2.34590276388672
would need to	-2.3446954114141
will be making	-2.33113375115305
enter into	-2.32254848914728
numbers and	-2.28396941967984
and i discussed	-2.28200079930912
are you	-2.27656102939133
should look	-2.2753220493341
calendar	-2.27308279706969
helping	-2.26330392912596
email	-2.24538232696935
doing a	-2.21544620708537
sender_foster	-2.21285447094771
to suggest	-2.19673130070842
use the	-2.19563231750859
the confusion	-2.19352906970652
and i am	-2.1735417390927
fyi i	-2.16382049453651
months to	-2.15777403645681
in charge	-2.15577651366594
look for	-2.13957024043045
meeting will	-2.1025580563736
fyi ,	-2.09102086141834
that we should	-2.06802131076394
know this	-2.05995062598434
sent this	-2.04752595449037
confirming	-2.03965775351431
give me	-2.03133494685733
included on	-2.00075039297867
prior to the	-1.99218314238327
sender_hyatt	-1.97847696373528
would be interested	-1.94442885904843
problem with	-1.90105276669177
, i thought	-1.89143498519343
location	-1.89085501110946
supposed to be	-1.8813855831644
you take a	-1.853711074471
.  i just	-1.83149721511422
sender_stalford	-1.80720538077573
sure that	-1.79159770086649
interview for	-1.7886850927232
questions i	-1.78324700647406
i will get	-1.74895741543054
i have no	-1.74572207859233
versions	-1.74103269064704
sender_whalley	-1.70691385795582
can you	-1.68761307738554
taken	-1.68745145741513
this time	-1.67876120422993
getting	-1.67715448923388
sort of	-1.63751351148441
sender_horton	-1.59506088778876
any questions ,	-1.59144252324799
copies	-1.57964183571765
changes to the	-1.52669280040777
fight	-1.52001600699753
. 2 the	-1.51577937915635
the note	-1.47205143958968
this information	-1.47121996999724
.  i am	-1.4703960840602
sender_tycholiz	-1.46246845061489
is the final	-1.4448728065694
i think he	-1.44364265213964
attached is the	-1.43838981603894
have signed	-1.42079470434683
available ,	-1.41781817386718
save	-1.36231346279477
respectively	-1.34958656872105
having a	-1.33382704041809
meeting tomorrow	-1.32665605532325
matter	-1.32522963912297
team in	-1.31501794949805
so i am	-1.31121187099869
i work	-1.29799125776617
technical	-1.29446774550009
in town	-1.29163915574999
any idea	-1.28431291331451
group will	-1.27956622324679
bids	-1.2574935463383
on this deal	-1.24846490452647
i am not	-1.22949601804144
told me that	-1.21851840209584
draft	-1.21825506910205
aware of	-1.21250428407129
a team	-1.19735294845303
recommendations	-1.1953921628387
the group	-1.18347235880687
delete	-1.18288072378982
specifics	-1.17816859037029
at your	-1.15769452065404
if they	-1.15662625356189
immediately	-1.1456543580391
analysis	-1.14082274127268
sounds like	-1.13369512239312
need to look	-1.13210207472977
seems like	-1.11449282822376
members ,	-1.10265308360652
analysts	-1.07588370375256
check	-1.0593253989884
answers	-1.05926976302958
sender_steffes	-1.05217631183309
sender_shapiro	-1.05150089967303
ill be	-1.0514416445114
, we need	-1.04001955608315
i think this	-1.02358561986434
west desk	-1.01729736807309
flow	-1.01627111907101
today  	-1.00273975021819
positions and	-0.995897675724483
add	-0.995253340719648
designed	-0.989690286860617
premium	-0.986302157254586
interesting	-0.977154197243856
period of	-0.968335977091472
you call	-0.950682284354287
of what i	-0.948248637238303
aspects	-0.945904030503218
feel	-0.942473994381792
addition	-0.934552090869546
you take	-0.926572545413373
sender_cuilla	-0.919936949370865
wont	-0.911145365403985
not on	-0.909867854319482
question	-0.905786458251143
portion	-0.902997072787575
that is fine	-0.896199882321569
however , i	-0.888484310504254
, i just	-0.864041329680501
start	-0.860104535262498
mention	-0.839199814048035
heads up	-0.836705414790451
years of	-0.833890997685409
sender_black	-0.826220577128045
daily basis	-0.824300444038002
appreciated	-0.823716184455848
probably not	-0.819662519816397
you like	-0.814968963197911
have time	-0.813602046667431
cover	-0.812569120207031
sender_lewis	-0.811627142927246
fax	-0.811069409499991
weather	-0.810979948679624
level of	-0.800534613958034
appreciate it	-0.799243985506786
since we are	-0.796837504166242
communicate	-0.792041243709712
, you will	-0.786000802599347
handle this	-0.785987416552256
select	-0.775508322598388
to bid	-0.775080920558254
maybe we	-0.756151085738906
need to know	-0.752058755294522
tell	-0.748724844135193
need to	-0.739385351924667
we have to	-0.739300371993788
respond to	-0.738024240682463
america	-0.733013283030524
reporting to	-0.731003136747454
see you	-0.727186440106043
think	-0.724801736195247
scheduled to	-0.720041148545908
sender_will	-0.720018293792314
did you	-0.714524219627782
help you	-0.708402129669793
a physical	-0.704627923407833
started	-0.702910068914869
is putting	-0.694063297691282
, i expect	-0.684203133948557
tax	-0.684129636259958
several weeks	-0.671226525658564
heavy	-0.662518745444799
did	-0.655067644219841
questions , please	-0.653094390488085
some questions	-0.643775308275191
people are	-0.641490713991628
sender_badeer	-0.640952912117936
pm	-0.627512584923092
sender_skilling	-0.619951151088374
wireless	-0.614597327567688
to the letter	-0.611369388724434
report that	-0.60701445027908
you should	-0.606264020264598
i return	-0.596251090999981
you know	-0.591380782809133
sender_lucci	-0.576738675319159
sender_mclaughlin	-0.576473841301535
special	-0.575694259710497
agent	-0.56895941440151
me about	-0.568307578072738
you please	-0.566419727002415
id like	-0.560457985261782
he doesnt	-0.559562037082454
ive	-0.55746453243187
reviews	-0.553062818379946
understanding that	-0.550317972349644
to approve	-0.531793856619366
stuff	-0.519478124562003
we have an	-0.516619305580039
if you get	-0.510543816826791
saturday	-0.508662309350045
effectively	-0.506284704492126
to apply	-0.503838816366226
low	-0.497622665390727
me so	-0.489372233040161
exception	-0.483559768378501
invite	-0.480643424406085
on my calendar	-0.4783295780105
reports	-0.476093757414911
thanks	-0.472148186005388
do not know	-0.4715775383731
eliminate	-0.455781116815229
arent	-0.453065459286957
day you	-0.447810970366973
hero	-0.439513346372878
this i	-0.437180320470633
maybe	-0.427055336454153
the cause	-0.422029062948703
am i	-0.420603090625493
so i can	-0.413046337887956
great job	-0.401382372654465
helpful	-0.397596874510788
putting	-0.389280773447222
will we	-0.387585848505956
sender_zipper	-0.385319284584377
you  	-0.384742956091016
as we discussed	-0.3773599009836
unbelievable	-0.374177751249911
treatment	-0.370267055244874
think we	-0.354387081379223
to set up	-0.345114710829287
me that	-0.338209790615611
not heard	-0.338040866101966
sat	-0.336534762916554
a chance to	-0.321671570319767
, thanks	-0.320864350594074
grab	-0.320819281316397
entity	-0.319902001459695
just an	-0.317781818629729
perfectly	-0.316541639212038
heat rates	-0.315629110526163
sender_neal	-0.300827457340675
for 2000	-0.294682498765292
drafted	-0.29320955088272
give us	-0.29100384942299
, i dont	-0.287712134681685
switch	-0.283180748088599
responsibility	-0.282018108775608
meeting will be	-0.272877688199366
participant	-0.263284757644802
but lets	-0.260308413789501
ok	-0.258880535551469
day that	-0.258045458351562
have not had	-0.257597019292075
the big	-0.25637168029745
sender_germany	-0.256314157661763
actually	-0.253647316162284
at the end	-0.251232863765464
about 4	-0.250428572742129
would like for	-0.250063218390096
look	-0.247028954301671
a revised	-0.246643148490003
sender_ermis	-0.244709275764823
sender_baughman	-0.244244164715039
how does	-0.233803907373134
verbally	-0.233501581668674
sender_semperger	-0.227962905427417
attachment	-0.226989993091215
hes	-0.224377332874117
came	-0.223438660332827
creating	-0.219701041741306
its not	-0.217178041878207
term sheet	-0.215608922117778
letters	-0.209693616764195
class	-0.207138029782811
copy of this	-0.202781042606564
on saturday	-0.202330396844534
approved	-0.200080494886832
the game	-0.197949777352509
sender_shively	-0.197939296340149
operational	-0.190395555789448
i could	-0.181421513585471
the option	-0.179163898581285
for you ,	-0.177807659256523
talking about	-0.177545411329358
hey	-0.171185883136291
this issue	-0.171127321414364
long as	-0.170964166879753
remind	-0.17096115438274
respect to the	-0.169661264666796
ran	-0.167819105121329
to tell	-0.163403155513248
docs	-0.15798645778935
attend	-0.156430137401462
background	-0.155766104186316
stop by	-0.148495516211831
risk and	-0.144921416762777
desk for	-0.14301855294714
issue	-0.138416449370878
let you know	-0.135370058315678
we will be	-0.131922363865567
would you	-0.127168340251263
regarding this	-0.124177336242176
trade with	-0.117927368422489
signed	-0.114114066145548
we make	-0.104837561282318
evening	-0.0930484748443441
so you	-0.0893262607379665
the 3	-0.0885593623413817
i discussed	-0.0839801125634625
figure	-0.0824024511539797
the question	-0.082051984585737
pay	-0.0806284289253111
please make sure	-0.07441760992623
to know if	-0.0711670897023001
get me	-0.057326181307198
link	-0.057226646375752
the previous	-0.0563047191603698
cut	-0.0458673322661561
i do	-0.038203701991611
sender_corman	-0.0359369858765013
travel	-0.0347112162703072
tickets	-0.0331053063569396
like for	-0.0266690458544752
.  thanks ,	-0.0266536493336436
make it more	-0.0212378199070032
report ,	-0.017258030945842
force majeure	-0.0131304264562014
with respect to	-0.0104893569100798
a reminder	-0.0100015793454376
my calendar	-0.00827616063050719
problem is	-0.00596572403932948
you been	-0.00357511463463508
sender_may	-0.00281149907500453
respect	-0.00268146377685976
not had	-0.00212446220858412
tomorrow or	-0.00150482693234989
for the 3	-0.000817433751066448
have not heard	-0.00032688593932766
goes	-6.20670261879945e-05
, but lets	-5.05668344773462e.05
be consistent with	-3.22314451035967e-05
respect to	-2.96341416831327e-05
allow for	-2.83890110398956e-05
in charge of	-9.50562117089128e-06
be great thanks	-8.6997767056103e-14
with respect	-5.49324548161632e-15
length	0
you	0
i	0
know	0
my	0
let	0
we	0
me know	0
let me	0
let me know	0
if you	0
, i	0
regards	0
i am	0
they	0
your	0
new	0
not	0
thanks ,	0
office	0
who	0
time	0
me know if	0
week	0
know if	0
i can	0
our	0
i have	0
know if you	0
today	0
regarding	0
like	0
and i	0
work	0
group	0
the office	0
thursday	0
would like	0
like to	0
issues	0
morning	0
copy	0
we are	0
want	0
wanted	0
received	0
im	0
we have	0
monday	0
us	0
information	0
just	0
you have	0
we will	0
i think	0
currently	0
to you	0
west	0
forward	0
would like to	0
needs	0
deal	0
year	0
agreement	0
we can	0
deals	0
of my	0
business	0
including	0
wanted to	0
thanks for	0
a copy	0
changes	0
comments	0
questions	0
wednesday	0
for you	0
future	0
capital	0
position	0
the meeting	0
said	0
works	0
request	0
you to	0
with you	0
that i	0
day	0
available	0
in the office	0
message	0
years	0
basis	0
on friday	0
they are	0
friday ,	0
list	0
needs to	0
lets	0
several	0
desk	0
interested	0
together	0
the business	0
past	0
opportunity	0
us in	0
market	0
firm	0
of the office	0
follows	0
talk	0
way	0
book	0
the day	0
.  1	0
that you	0
meetings	0
asked	0
believe	0
been working	0
i think we	0
use	0
prices	0
will not	0
make	0
sure	0
that we	0
my blackberry	0
employees	0
executed	0
best	0
please let me	0
want to	0
sent from my	0
from my blackberry	0
blackberry wireless	0
my blackberry wireless	0
sent from	0
process	0
wireless handheld wwwblackberrynet	0
wwwblackberrynet	0
handheld wwwblackberrynet	0
different	0
hedge	0
blackberry wireless handheld	0
wireless handheld	0
handheld	0
index	0
the past	0
help	0
able	0
problems	0
on monday	0
to discuss	0
office on	0
north	0
where i	0
meeting with	0
event	0
you for	0
to review	0
they would	0
access	0
in my	0
terms	0
you would	0
on friday ,	0
going	0
yesterday	0
consider	0
i agree	0
for my	0
to make	0
thanks for your	0
blackberry	0
financial	0
services	0
job	0
list of	0
plan	0
real	0
worked	0
additional	0
members	0
reached	0
looking	0
summary	0
staff	0
thursday ,	0
service	0
able to	0
a very good	0
we do	0
direct	0
sending	0
correct	0
wants to	0
customers	0
file	0
cell	0
know what	0
scheduled	0
ask	0
pricing	0
glad to	0
me to	0
person	0
copy of	0
prepared	0
money	0
very good	0
on thursday	0
options	0
that they	0
id	0
support	0
i can be	0
, we	0
specific	0
if i	0
york	0
current	0
december	0
projects	0
team	0
interested in	0
electricity	0
necessary	0
dollar	0
outside	0
physical	0
daily	0
to file	0
program	0
documents	0
soon	0
next week	0
possible	0
this morning	0
, who	0
september	0
can we	0
general	0
night	0
names	0
cost	0
be reached	0
but i	0
this week	0
the office on	0
if you want	0
conference	0
glad	0
early	0
these deals	0
transfer	0
board	0
lot	0
spreads	0
me know when	0
ability to	0
this deal	0
contract	0
a copy of	0
of our	0
as i	0
completed	0
discussed	0
happy	0
where i can	0
managing	0
hours	0
cell phone	0
ill	0
tariff	0
friend	0
ability	0
i hope	0
provided	0
while i am	0
hope	0
effective	0
you would like	0
university	0
organization	0
i want	0
the list	0
know when	0
think that	0
in new	0
i met	0
key	0
particularly	0
, i think	0
i dont	0
i will have	0
asset	0
if you would	0
as we	0
us in the	0
tomorrow	0
forward to	0
you get	0
talked	0
who will	0
the us	0
mind	0
as follows	0
curves	0
i believe	0
included	0
wants	0
far	0
fact	0
provide	0
i havent	0
project	0
soon as	0
, we will	0
hold	0
set	0
we could	0
serve	0
end	0
regarding the	0
short	0
contacts	0
letter	0
products	0
while i	0
can be reached	0
we need	0
youre	0
april	0
role	0
party	0
the fact	0
published	0
march	0
suggested	0
create	0
, our	0
proposed	0
today ,	0
resources	0
did not	0
not want	0
efforts	0
senior	0
, but i	0
if you have	0
contribution	0
to know	0
appreciate	0
potential	0
dinner	0
you and	0
have been working	0
small	0
months	0
the end	0
week ,	0
a lot	0
schedule	0
members of	0
i talked	0
corporate	0
logistics	0
we discussed	0
heard	0
discuss	0
, im	0
jan	0
instead	0
fact that	0
fundamentals	0
the fact that	0
the deal	0
from my	0
having	0
access to	0
a new	0
they would like	0
corporation	0
working with	0
starting	0
million	0
really	0
or not	0
changed	0
bring	0
, let me	0
paid	0
the data	0
significant	0
buy	0
last week	0
procedures	0
the list of	0
manager	0
you get a	0
free	0
dow	0
according	0
recommendation	0
review the	0
you have any	0
need	0
opportunity to	0
as soon	0
as soon as	0
longer	0
to make sure	0
know when you	0
field	0
personnel	0
this new	0
effort	0
i want to	0
im sure	0
looks	0
of the day	0
value	0
visit	0
lost	0
ready	0
with my	0
myself	0
needed	0
you can	0
earlier	0
it looks	0
people	0
if you are	0
advance	0
offsite	0
talked to	0
end of	0
day on	0
as far as	0
when you get	0
far as	0
request for	0
member	0
to talk	0
size	0
a look at	0
i received	0
not be	0
works for	0
work on	0
opinion	0
a look	0
interests	0
assumed that	0
so i	0
spend	0
, we have	0
later	0
approach	0
